municipality,district
Libřice,['Hradec Králové']
Libštát,['Semily']
Lichkov,['Králíky']
Lichnov,"['Krnov', 'Frenštát pod Radhoštěm']"
Lichoceves,['Černošice']
Licibořice,['Chrudim']
Lidečko,['Vsetín']
Lidice,['Kladno']
Lidmaň,['Pelhřimov']
Linhartice,['Moravská Třebová']
Lipany,['Praha']
Lipec,['Kolín']
Lipence,['Praha']
Lipence-Lipany,['Praha']
Lipence-u dálnice,['Praha']
Lipina,['Šternberk']
Lipinka,['Uničov']
Lipnice nad Sázavou,['Havlíčkův Brod']
Lipno,['Žatec']
Lipno nad Vltavou,['Český Krumlov']
Lipník,"['Mladá Boleslav', 'Třebíč']"
Lipník nad Bečvou,['Lipník nad Bečvou']
Lipoltice,['Přelouč']
Lipov,['Veselí nad Moravou']
Lipovec,"['Chrudim', 'Blansko']"
Lipovice,['Prachatice']
Lipová,"['Konice', 'Cheb', 'Přerov', 'Rumburk', 'Luhačovice']"
Lipová-lázně,['Jeseník']
Liptaň,['Krnov']
Liptál,['Vsetín']
Lipí,['České Budějovice']
Lipůvka,['Blansko']
Lisov,['Stod']
Litenčice,['Kroměříž']
Liteň,['Beroun']
Litichovice,['Benešov']
Litoboř,['Náchod']
Litobratřice,['Znojmo']
Litochovice,['Strakonice']
Litohlavy,['Rokycany']
Litohoř,['Moravské Budějovice']
Litohošť,['Pelhřimov']
Litomyšl,['Litomyšl']
Litoměřice,['Litoměřice']
Litostrov,['Rosice']
Litovany,['Třebíč']
Litovel,['Litovel']
Litošice,['Přelouč']
Litultovice,['Opava']
Litvínov,['Litvínov']
Litvínovice,['České Budějovice']
Litíč,['Dvůr Králové nad Labem']
Lično,['Rychnov nad Kněžnou']
Lišany,"['Žatec', 'Rakovník']"
Lišice,['Hradec Králové']
Lišnice,['Most']
Lišov,['České Budějovice']
Lkáň,['Lovosice']
Lnáře,['Blatná']
Lobendava,['Rumburk']
Lobeč,['Mělník']
Lobodice,['Přerov']
Lochenice,['Hradec Králové']
Lochkov,['Praha']
Lochousice,['Nýřany']
Lochovice,['Hořovice']
Lodhéřov,['Jindřichův Hradec']
Lodín,['Hradec Králové']
Loděnice,"['Beroun', 'Pohořelice']"
Loket,"['Vlašim', 'Sokolov']"
Lom,"['Tábor', 'Blatná', 'Litvínov']"
Lom u Tachova,['Tachov']
Lomec,['Klatovy']
Lomnice,"['Tišnov', 'Sokolov', 'Bruntál']"
Lomnice nad Lužnicí,['Třeboň']
Lomnice nad Popelkou,['Semily']
Lomnička,['Tišnov']
Lomy,['Moravské Budějovice']
Londýnská,['Praha']
Lopeník,['Uherský Brod']
Losiná,['Plzeň']
Loucká,['Slaný']
Louka,"['Boskovice', 'Veselí nad Moravou']"
Louka u Litvínova,['Litvínov']
Loukov,"['Mnichovo Hradiště', 'Bystřice pod Hostýnem']"
Loukovec,['Mnichovo Hradiště']
Loukovice,['Třebíč']
Louny,['Louny']
Loučany,['Olomouc']
Loučeň,['Nymburk']
Loučim,['Domažlice']
Loučka,"['Valašské Klobouky', 'Litovel', 'Valašské Meziříčí']"
Loučky,['Turnov']
Loučná nad Desnou,['Šumperk']
Loučná pod Klínovcem,['Kadaň']
Loučovice,['Český Krumlov']
Louňovice,['Říčany']
Louňovice pod Blaníkem,['Vlašim']
Louňová,['Blovice']
Loužnice,['Železný Brod']
Lovečkovice,['Litoměřice']
Lovosice,['Lovosice']
Lovčice,"['Hradec Králové', 'Kyjov']"
Lovčičky,['Slavkov u Brna']
Lovčovice,['Moravské Budějovice']
Loza,['Kralovice']
Lozice,['Chrudim']
Ločenice,['Trhové Sviny']
Lošany,['Kolín']
Loštice,['Mohelnice']
Lubenec,['Podbořany']
Lubnice,['Znojmo']
Lubná,"['Litomyšl', 'Kroměříž', 'Rakovník']"
Lubné,['Tišnov']
Lubník,['Lanškroun']
Luboměř,['Odry']
Luboměř pod Strážnou,['Hranice']
Luby,['Cheb']
Lubě,['Blansko']
Luběnice,['Olomouc']
Ludgeřovice,['Hlučín']
Ludkovice,['Luhačovice']
Ludmírov,['Konice']
Ludslavice,['Holešov']
Ludvíkov,['Bruntál']
Ludvíkovice,['Děčín']
Ludíkov,['Boskovice']
Luhačovice,['Luhačovice']
Luka,"['Praha', 'Česká Lípa']"
Luka nad Jihlavou,['Jihlava']
Lukavec,"['Lovosice', 'Pacov']"
Lukavec u Hořic,['Hořice']
Lukavice,"['Chrudim', 'Žamberk', 'Rychnov nad Kněžnou', 'Zábřeh']"
Lukov,"['Bílina', 'Znojmo', 'Zlín', 'Moravské Budějovice']"
Lukovany,['Rosice']
Lukoveček,['Zlín']
Luková,['Lanškroun']
Luká,['Litovel']
Luleč,['Vyškov']
Lupenice,['Rychnov nad Kněžnou']
Lutonina,['Vizovice']
Lutopecny,['Kroměříž']
Lutín,['Olomouc']
Lučany nad Nisou,['Jablonec nad Nisou']
Lučice,['Havlíčkův Brod']
Lučina,['Frýdek-Místek']
Luštěnice,['Mladá Boleslav']
Lužany,"['Přeštice', 'Jičín', 'Hradec Králové']"
Lužce,['Beroun']
Luže,['Chrudim']
Lužec nad Cidlinou,['Nový Bydžov']
Lužec nad Vltavou,['Mělník']
Luženičky,['Domažlice']
Lužice,"['Šternberk', 'Hodonín', 'Most', 'Prachatice']"
Lužiny,['Praha']
Lužiny-střed,['Praha']
Lužnice,['Třeboň']
Lužná,"['Vsetín', 'Rakovník']"
Lysice,['Boskovice']
Lysolaje,['Praha']
Lysolaje-údolí,['Praha']
Lysovice,['Vyškov']
Lysá nad Labem,['Lysá nad Labem']
Ládví,['Praha']
Lánov,['Vrchlabí']
Lány,"['Chrudim', 'Chotěboř', 'Kladno', 'Praha']"
Lány u Dašic,['Pardubice']
Lásenice,['Jindřichův Hradec']
Láz,"['Příbram', 'Moravské Budějovice']"
Lázně Bohdaneč,['Pardubice']
Lázně Bělohrad,['Jičín']
Lázně Kynžvart,['Mariánské Lázně']
Lázně Libverda,['Frýdlant']
Lázně Toušeň,['Brandýs n. Lab.-St.Boleslav']
Lážovice,['Hořovice']
Líbeznice,['Brandýs n. Lab.-St.Boleslav']
Líně,['Nýřany']
Lípa,"['Zlín', 'Havlíčkův Brod']"
Lípa nad Orlicí,['Kostelec nad Orlicí']
Lísek,['Bystřice nad Pernštejnem']
Lískovice,['Hořice']
Líský,['Slaný']
Líté,['Kralovice']
Líšina,['Stod']
Líšnice,"['Černošice', 'Mohelnice', 'Žamberk']"
Líšná,"['Nové Město na Moravě', 'Rokycany', 'Přerov']"
Líšný,['Železný Brod']
Líšťany,"['Nýřany', 'Louny']"
Lčovice,['Vimperk']
Lštění,['Benešov']
Machov,['Náchod']
Machová,['Zlín']
Mackovice,['Znojmo']
Mahouš,['Prachatice']
Majdalena,['Třeboň']
Majetín,['Olomouc']
Makotřasy,['Kladno']
Makov,"['Boskovice', 'Litomyšl']"
Malenice,['Strakonice']
Malenovice,['Frýdlant nad Ostravicí']
Maletín,['Mohelnice']
Maleč,['Chotěboř']
Malečov,['Ústí nad Labem']
Malešice,['Praha']
Malešov,['Kutná Hora']
Malešovice,['Pohořelice']
Malhostovice,['Tišnov']
Malhotice,['Hranice']
Malinová,['Rakovník']
Malonty,['Kaplice']
Malotice,['Kolín']
Malovice,['Prachatice']
Malvazinka,['Praha']
Malá Bystřice,['Vsetín']
Malá Chuchle,['Praha']
Malá Hraštice,['Dobříš']
Malá Lhota,['Blansko']
Malá Losenice,['Žďár nad Sázavou']
Malá Morava,['Šumperk']
Malá Morávka,['Rýmařov']
Malá Roudka,['Boskovice']
Malá Skála,['Turnov']
Malá Strana,['Praha']
Malá Veleň,['Děčín']
Malá Vrbka,['Veselí nad Moravou']
Malá Víska,['Hořovice']
Malá Úpa,['Trutnov']
Malá Štáhle,['Rýmařov']
Malé Březno,"['Most', 'Ústí nad Labem']"
Malé Hradisko,['Prostějov']
Malé Kyšice,['Kladno']
Malé Přítočno,['Kladno']
Malé Svatoňovice,['Trutnov']
Malé Výkleky,['Pardubice']
Malé Žernoseky,['Lovosice']
Malíkov,['Moravská Třebová']
Malíkovice,['Slaný']
Malínky,['Bučovice']
Malíč,['Litoměřice']
Malý Beranov,['Jihlava']
Malý Bor,['Horažďovice']
Malý Břevnov,['Praha']
Malý háj,['Praha']
Malý Újezd,['Mělník']
Malčín,['Světlá nad Sázavou']
Malšice,['Tábor']
Malšovice,['Děčín']
Malšín,['Český Krumlov']
Mankovice,['Odry']
Manětín,['Kralovice']
Mariánské Lázně,['Mariánské Lázně']
Mariánské Radčice,['Litvínov']
Markvartice,"['Telč', 'Děčín', 'Jičín', 'Třebíč']"
Markvartovice,['Hlučín']
Martinice,"['Velké Meziříčí', 'Holešov']"
Martinice u Onšova,['Pelhřimov']
Martinice v Krkonoších,['Jilemnice']
Martiněves,['Roudnice nad Labem']
Martínkov,['Moravské Budějovice']
Martínkovice,['Broumov']
Maršov,['Tišnov']
Maršov u Úpice,['Trutnov']
Maršovice,"['Benešov', 'Jablonec nad Nisou']"
Masarykovo nádraží,['Praha']
Masojedy,['Český Brod']
Mastník,['Třebíč']
Matějov,['Žďár nad Sázavou']
Mazelov,['České Budějovice']
Mačkov,['Blatná']
Maňovice,['Horažďovice']
Mařenice,['Nový Bor']
Mašovice,['Znojmo']
Mašťov,['Kadaň']
Mažice,['Soběslav']
Mcely,['Nymburk']
Meclov,['Horšovský Týn']
Medlice,['Znojmo']
Medlov,"['Uničov', 'Židlochovice']"
Medlovice,"['Vyškov', 'Uherské Hradiště']"
Medonosy,['Mělník']
Medový Újezd,['Rokycany']
Melč,['Vítkov']
Menhartice,['Moravské Budějovice']
Merboltice,['Děčín']
Merklín,"['Ostrov', 'Přeštice']"
Metylovice,['Frýdlant nad Ostravicí']
Mezholezy,"['Horšovský Týn', 'Domažlice']"
Meziboří,['Litvínov']
Mezihoří,['Klatovy']
Mezilesí,"['Nové Město nad Metují', 'Pacov']"
Mezilečí,['Náchod']
Meziměstí,['Broumov']
Mezina,['Bruntál']
Mezitratí,['Praha']
Meziříčko,"['Velké Meziříčí', 'Moravské Budějovice']"
Meziříčí,['Tábor']
Mezno,['Votice']
Mezná,"['Soběslav', 'Pelhřimov']"
Mezouň,['Beroun']
Mečeříž,['Mladá Boleslav']
Mečichov,['Strakonice']
Mešno,['Rokycany']
Michalovice,"['Havlíčkův Brod', 'Litoměřice']"
Michelský les,['Praha']
Michle,['Praha']
Mikolajice,['Opava']
Mikuleč,['Svitavy']
Mikulov,"['Mikulov', 'Teplice']"
Mikulovice,"['Znojmo', 'Jeseník', 'Pardubice', 'Třebíč']"
Mikulášovice,['Rumburk']
Mikulčice,['Hodonín']
Mikulůvka,['Valašské Meziříčí']
Milasín,['Bystřice nad Pernštejnem']
Milavče,['Domažlice']
Milejovice,['Strakonice']
Milenov,['Hranice']
Miletín,['Hořice']
Milevsko,['Milevsko']
Mileč,['Nepomuk']
Milešov,['Sedlčany']
Milešovice,['Slavkov u Brna']
Milešín,['Velké Meziříčí']
Milhostov,['Cheb']
Miličín,['Votice']
Milonice,"['Bučovice', 'Blansko']"
Milostín,['Rakovník']
Milotice,['Kyjov']
Milotice nad Bečvou,['Hranice']
Milotice nad Opavou,['Bruntál']
Milovice,"['Lysá nad Labem', 'Mikulov']"
Milovice u Hořic,['Hořice']
Miloňovice,['Strakonice']
Milíkov,"['Cheb', 'Jablunkov']"
Milín,['Příbram']
Milínov,['Blovice']
Milíčov,"['Jihlava', 'Praha']"
Milíčovice,['Znojmo']
Milíčovský háj,['Praha']
Milíčovský les,['Praha']
Milíře,['Tachov']
Milý,['Rakovník']
Milčice,['Nymburk']
Mimoň,['Česká Lípa']
Minice,['Písek']
Mirkovice,['Český Krumlov']
Miroslav,['Moravský Krumlov']
Miroslavské Knínice,['Moravský Krumlov']
Mirotice,['Písek']
Mirovice,['Písek']
Mirošov,"['Jihlava', 'Nové Město na Moravě', 'Rokycany']"
Mirošovice,['Říčany']
Miskovice,['Kutná Hora']
Mistrovice,['Žamberk']
Mistřice,['Uherské Hradiště']
Mičovice,['Prachatice']
Miřejovice,['Litoměřice']
Miřetice,"['Vlašim', 'Hlinsko']"
Miškovice,['Praha']
Mišovice,['Písek']
Mladecko,['Opava']
Mladeč,['Litovel']
Mladkov,['Králíky']
Mladotice,['Kralovice']
Mladoňovice,"['Chrudim', 'Moravské Budějovice']"
Mladošovice,['Trhové Sviny']
Mladá Boleslav,['Mladá Boleslav']
Mladá Vožice,['Tábor']
Mladé Buky,['Trutnov']
Mladé Bříště,['Humpolec']
Mladý Smolivec,['Nepomuk']
Mladějov,['Jičín']
Mladějov na Moravě,['Moravská Třebová']
Mladějovice,['Šternberk']
Mlečice,['Rokycany']
Mlázovice,['Jičín']
Mlékojedy,['Litoměřice']
Mlékosrby,['Nový Bydžov']
Mlýnské Struhadlo,['Klatovy']
Mlýny,['Tábor']
Mnetěš,['Roudnice nad Labem']
Mnich,['Pelhřimov']
Mnichov,"['Mariánské Lázně', 'Strakonice', 'Domažlice']"
Mnichovice,"['Vlašim', 'Říčany']"
Mnichovo Hradiště,['Mnichovo Hradiště']
Mníšek,['Liberec']
Mníšek pod Brdy,['Černošice']
Mochov,['Brandýs n. Lab.-St.Boleslav']
Mochtín,['Klatovy']
Modlany,['Teplice']
Modletice,['Říčany']
Modlíkov,['Havlíčkův Brod']
Modrava,['Sušice']
Modrá,['Uherské Hradiště']
Modrá Hůrka,['Týn nad Vltavou']
Modřanská rokle,['Praha']
Modřanský háj,['Praha']
Modřany,['Praha']
Modřany-pobřeží,['Praha']
Modřany-průmyslový obvod,['Praha']
Modřany-střed,['Praha']
Modřice,['Šlapanice']
Modřišice,['Turnov']
Modřovice,['Příbram']
Mohelnice,"['Mohelnice', 'Nepomuk']"
Mohelnice nad Jizerou,['Mnichovo Hradiště']
Mohelno,['Náměšť nad Oslavou']
Mojné,['Český Krumlov']
Mokošín,['Přelouč']
Mokrosuky,['Sušice']
Mokrouše,['Plzeň']
Mokrovousy,['Hradec Králové']
Mokrovraty,['Dobříš']
Mokrá-Horákov,['Šlapanice']
Mokré,['Dobruška']
Mokré Lazce,['Opava']
Mokrý Lom,['České Budějovice']
Moldava,['Teplice']
Moravany,"['Kyjov', 'Pardubice', 'Šlapanice']"
Moravec,['Velké Meziříčí']
Moravecké Pavlovice,['Bystřice nad Pernštejnem']
Moraveč,['Pelhřimov']
Moravice,['Vítkov']
Moravičany,['Mohelnice']
Moravskoslezský Kočov,['Bruntál']
Moravská Nová Ves,['Břeclav']
Moravská Třebová,['Moravská Třebová']
Moravské Bránice,['Ivančice']
Moravské Budějovice,['Moravské Budějovice']
Moravské Knínice,['Kuřim']
Moravské Málkovice,['Vyškov']
Moravský Beroun,['Šternberk']
Moravský Krumlov,['Moravský Krumlov']
Moravský Písek,['Veselí nad Moravou']
Moravský Žižkov,['Břeclav']
Morašice,"['Chrudim', 'Přelouč', 'Litomyšl', 'Znojmo']"
Morkovice-Slížany,['Kroměříž']
Morkůvky,['Hustopeče']
Morávka,['Frýdek-Místek']
Most,['Most']
Mostek,"['Dvůr Králové nad Labem', 'Vysoké Mýto']"
Mostkovice,['Prostějov']
Mosty u Jablunkova,['Jablunkov']
Motol,['Praha']
Motol-u opravny,['Praha']
Motolská nemocnice,['Praha']
Mouchnice,['Kyjov']
Moutnice,['Židlochovice']
Mouřínov,['Bučovice']
Močerady,['Horšovský Týn']
Močovice,['Čáslav']
Mořice,['Prostějov']
Mořina,['Beroun']
Mořinka,['Beroun']
Mořkov,['Nový Jičín']
Mošnov,['Kopřivnice']
Mratín,['Brandýs n. Lab.-St.Boleslav']
Mrač,['Benešov']
Mrlínek,['Bystřice pod Hostýnem']
Mrsklesy,['Olomouc']
Mrtník,['Kralovice']
Mrzky,['Český Brod']
Mrákotín,"['Telč', 'Chrudim']"
Mrákov,['Domažlice']
Mukařov,"['Mnichovo Hradiště', 'Říčany']"
Multifunkční aréna,['Praha']
Mutkov,['Šternberk']
Mutějovice,['Rakovník']
Mutěnice,"['Hodonín', 'Strakonice']"
Mutěnín,['Domažlice']
Mydlovary,['České Budějovice']
Myslejovice,['Prostějov']
Mysletice,['Telč']
Mysletín,['Humpolec']
Mysliboř,['Telč']
Myslibořice,['Třebíč']
Myslinka,['Nýřany']
Myslkovice,['Soběslav']
Myslovice,['Klatovy']
Mysločovice,['Zlín']
Myslín,['Písek']
Myslív,['Horažďovice']
Myštice,['Blatná']
Myštěves,['Nový Bydžov']
Málkov,"['Beroun', 'Chomutov']"
Máslojedy,['Hradec Králové']
Máslovice,['Brandýs n. Lab.-St.Boleslav']
Míchov,['Boskovice']
Mírov,['Mohelnice']
Mírová,['Karlovy Vary']
Mírová pod Kozákovem,['Turnov']
Místo,['Chomutov']
Míčov-Sušice,['Chrudim']
Mířkov,['Horšovský Týn']
Míškovice,['Holešov']
Míšov,['Blovice']
Mýto,['Rokycany']
Měchenice,['Černošice']
Měcholupy,"['Žatec', 'Nepomuk']"
Měděnec,['Kadaň']
Měkynec,['Vodňany']
Mělnické Vtelno,['Mělník']
Mělník,['Mělník']
Mělčany,['Ivančice']
Měník,['Nový Bydžov']
Měnín,['Židlochovice']
Měrotín,['Litovel']
Měrovice nad Hanou,['Přerov']
Měrunice,['Bílina']
Městec Králové,['Poděbrady']
Městečko,['Rakovník']
Městečko Trnávka,['Moravská Třebová']
Město Albrechtice,['Krnov']
Město Libavá,['Šternberk']
Město Touškov,['Nýřany']
Měčín,['Klatovy']
Měňany,['Beroun']
Měřín,['Velké Meziříčí']
Měšice,['Brandýs n. Lab.-St.Boleslav']
Měšín,['Jihlava']
Mříčná,['Jilemnice']
Mšec,['Rakovník']
Mšecké Žehrovice,['Rakovník']
Mšeno,['Mělník']
Mšené-lázně,['Roudnice nad Labem']
Mžany,['Hradec Králové']
Na Balabence,['Praha']
Na Balkáně,['Praha']
Na Beránku,['Praha']
Na Beránku II,['Praha']
Na Dlouhých,['Praha']
Na Dlážděnce,['Praha']
Na Dědině,['Praha']
Na Fialce,['Praha']
Na Formance,['Praha']
Na Harfě,['Praha']
Na Hřebenkách,['Praha']
Na Kavčích horách,['Praha']
Na Kleovce,['Praha']
Na Krejcárku,['Praha']
Na Maninách,['Praha']
Na Ohradě,['Praha']
Na Padesátníku,['Praha']
Na Palmovce,['Praha']
Na Pankráci,['Praha']
Na Radhošti,['Praha']
Na Radosti,['Praha']
Na Skalicích,['Praha']
Na Slatinách,['Praha']
Na Smetance,['Praha']
Na Třebonicku,['Praha']
Na Vackově,['Praha']
Na Veselí,['Praha']
Na Vidouli,['Praha']
Na Větrníku,['Praha']
Na Zelené lišce,['Praha']
Na bateriích,['Praha']
Na bělidle,['Praha']
Na bělidle-nábřeží,['Praha']
Na březinách,['Praha']
Na hliníku,['Praha']
Na hradbách,['Praha']
Na hradišti,['Praha']
Na hutích,['Praha']
Na hutích-Rajská zahrada,['Praha']
Na hůrce,['Praha']
Na korunce-Podleský Mlýn,['Praha']
Na losech,['Praha']
Na pískách,['Praha']
Na stráži,['Praha']
Na vyhlídce,['Praha']
Na zlatém,['Praha']
Na Újezdě,['Praha']
Na Černém vrchu,['Praha']
Nabočany,['Chrudim']
Nad Aloisovem,['Praha']
Nad Chuchlí,['Praha']
Nad Dolnicemi,['Praha']
Nad Klíčovem,['Praha']
Nad Kolčavkou,['Praha']
Nad Krocínkou,['Praha']
Nad Nuselským údolím,['Praha']
Nad Okrouhlíkem,['Praha']
Nad Rokoskou,['Praha']
Nad Tichým údolím,['Praha']
Nad Vinicí,['Praha']
Nad Vinným potokem,['Praha']
Nad Zmrzlíkem,['Praha']
Nad bažantnicí,['Praha']
Nad cementárnou,['Praha']
Nad křížky,['Praha']
Nad lesním divadlem,['Praha']
Nad letenským tunelem,['Praha']
Nad libeňským nádražím,['Praha']
Nad lomem,['Praha']
Nad muzeem,['Praha']
Nad olšinami,['Praha']
Nad závodištěm,['Praha']
Nad úvozem,['Praha']
Nad Šárkou,['Praha']
Nadryby,['Nýřany']
Nadějkov,['Tábor']
Nadějov,['Jihlava']
Nahořany,['Nové Město nad Metují']
Nahošovice,['Přerov']
Naloučany,['Náměšť nad Oslavou']
Nalžovice,['Sedlčany']
Nalžovské Hory,['Horažďovice']
Napajedla,['Otrokovice']
Narysov,['Příbram']
Nasavrky,"['Tábor', 'Chrudim', 'Vysoké Mýto']"
Načeradec,['Vlašim']
Načešice,['Chrudim']
Našiměřice,['Moravský Krumlov']
Nebahovy,['Prachatice']
Nebanice,['Cheb']
Nebovidy,"['Šlapanice', 'Kolín']"
Nebušice,['Praha']
Nebušice-střed,['Praha']
Nebužely,['Mělník']
Nebílovy,['Přeštice']
Nebřehovice,['Strakonice']
Nechanice,['Hradec Králové']
Nechvalice,['Sedlčany']
Nechvalín,['Kyjov']
Nedabyle,['České Budějovice']
Nedachlebice,['Uherské Hradiště']
Nedakonice,['Uherské Hradiště']
Nedašov,['Valašské Klobouky']
Nedašova Lhota,['Valašské Klobouky']
Nedomice,['Neratovice']
Nedrahovice,['Sedlčany']
Nedvědice,['Tišnov']
Nedvězí,"['Polička', 'Praha']"
Nedvězí u Říčan,['Praha']
Neděliště,['Hradec Králové']
Nehodiv,['Horažďovice']
Nehvizdy,['Brandýs n. Lab.-St.Boleslav']
Nejdek,['Karlovy Vary']
Nejepín,['Chotěboř']
Nekmíř,['Nýřany']
Nekoř,['Žamberk']
Nekvasovy,['Nepomuk']
Nelahozeves,['Kralupy nad Vltavou']
Nelepeč-Žernůvka,['Tišnov']
Nelešovice,['Přerov']
Nemanice,['Domažlice']
Nemile,['Zábřeh']
Nemochovice,['Bučovice']
Nemojany,['Vyškov']
Nemojov,['Dvůr Králové nad Labem']
Nemotice,['Bučovice']
Nemyslovice,['Mladá Boleslav']
Nemyčeves,['Jičín']
Nemyšl,['Tábor']
Nenačovice,['Beroun']
Nenkovice,['Kyjov']
Neplachov,['České Budějovice']
Neplachovice,['Opava']
Nepolisy,['Nový Bydžov']
Nepomuk,"['Příbram', 'Nepomuk']"
Nepomyšl,['Podbořany']
Nepoměřice,['Kutná Hora']
Neprobylice,['Slaný']
Nepřevázka,['Mladá Boleslav']
Neratov,['Pardubice']
Neratovice,['Neratovice']
Nerestce,['Písek']
Neslovice,['Ivančice']
Nesovice,['Bučovice']
Nespeky,['Benešov']
Nestrašovice,['Příbram']
Nesuchyně,['Rakovník']
Nesvačilka,['Židlochovice']
Nesvačily,['Beroun']
Netluky,['Praha']
Netolice,['Prachatice']
Netunice,['Přeštice']
Netvořice,['Benešov']
Netín,['Velké Meziříčí']
Netřebice,"['Kaplice', 'Nymburk']"
Neubuz,['Vizovice']
Neumětely,['Hořovice']
Neuměř,['Stod']
Neuměřice,['Slaný']
Neurazy,['Nepomuk']
Neustupov,['Votice']
Nevcehle,['Telč']
Neveklov,['Benešov']
Neveklovice,['Mnichovo Hradiště']
Nevid,['Rokycany']
Nevojice,['Bučovice']
Nevolice,['Domažlice']
Nevratice,['Hořice']
Nevězice,['Písek']
Nevřeň,['Nýřany']
Nezabudice,['Rakovník']
Nezabylice,['Chomutov']
Nezamyslice,"['Prostějov', 'Sušice']"
Nezbavětice,['Plzeň']
Nezdenice,['Uherský Brod']
Nezdice,['Přeštice']
Nezdice na Šumavě,['Sušice']
Nezdřev,['Nepomuk']
Nezvěstice,['Plzeň']
Nečtiny,['Kralovice']
Nečín,['Dobříš']
Nicov,['Vimperk']
Nihošovice,['Strakonice']
Nikolčice,['Hustopeče']
Nimpšov,['Moravské Budějovice']
Niměřice,['Mladá Boleslav']
Niva,['Prostějov']
Nivnice,['Uherský Brod']
Nišovice,['Strakonice']
Nižbor,['Beroun']
Nižní Lhoty,['Frýdek-Místek']
Norberčany,['Šternberk']
Nosislav,['Židlochovice']
Nosálov,['Mělník']
Noviny pod Ralskem,['Česká Lípa']
Novodvorská I,['Praha']
Novodvorská II,['Praha']
Novosedlice,['Teplice']
Novosedly,"['Strakonice', 'Mikulov']"
Novosedly nad Nežárkou,['Třeboň']
Nová Buková,['Pelhřimov']
Nová Bystřice,['Jindřichův Hradec']
Nová Cerekev,['Pelhřimov']
Nová Dubeč,['Praha']
Nová Dědina,['Kroměříž']
Nová Harfa,['Praha']
Nová Hradečná,['Uničov']
Nová Lhota,['Veselí nad Moravou']
Nová Olešná,['Jindřichův Hradec']
Nová Paka,['Nová Paka']
Nová Pec,['Prachatice']
Nová Pláň,['Bruntál']
Nová Role,['Karlovy Vary']
Nová Sídla,['Litomyšl']
Nová Telib,['Mladá Boleslav']
Nová Ves,"['Liberec', 'České Budějovice', 'Domažlice', 'Praha', 'Kralupy nad Vltavou', 'Český Krumlov', 'Ivančice', 'Stod', 'Velké Meziříčí', 'Louny', 'Brandýs n. Lab.-St.Boleslav', 'Strakonice', 'Kostelec nad Orlicí', 'Sokolov', 'Třebíč']"
Nová Ves I,['Kolín']
Nová Ves nad Lužnicí,['Třeboň']
Nová Ves nad Nisou,['Jablonec nad Nisou']
Nová Ves nad Popelkou,['Semily']
Nová Ves pod Pleší,['Dobříš']
Nová Ves u Bakova,['Mladá Boleslav']
Nová Ves u Chotěboře,['Chotěboř']
Nová Ves u Chýnova,['Tábor']
Nová Ves u Jarošova,['Litomyšl']
Nová Ves u Leštiny,['Havlíčkův Brod']
Nová Ves u Mladé Vožice,['Tábor']
Nová Ves u Nového Města na Moravě,['Nové Město na Moravě']
Nová Ves u Světlé,['Světlá nad Sázavou']
Nová Ves v Horách,['Litvínov']
Nová Včelnice,['Jindřichův Hradec']
Nová Říše,['Telč']
Nové Bránice,['Ivančice']
Nové Butovice,['Praha']
Nové Butovice-Radlická,['Praha']
Nové Chabry,['Praha']
Nové Dvory,"['Kutná Hora', 'Dobříš', 'Roudnice nad Labem', 'Žďár nad Sázavou', 'Praha']"
Nové Hamry,['Karlovy Vary']
Nové Heřminovy,['Bruntál']
Nové Hrady,"['Trhové Sviny', 'Vysoké Mýto']"
Nové Hutě,['Vimperk']
Nové Letňany,['Praha']
Nové Lublice,['Vítkov']
Nové Malešice,['Praha']
Nové Mitrovice,['Blovice']
Nové Město,"['Hradec Králové', 'Praha']"
Nové Město na Moravě,['Nové Město na Moravě']
Nové Město nad Metují,['Nové Město nad Metují']
Nové Město pod Smrkem,['Frýdlant']
Nové Pitkovice,['Praha']
Nové Sady,"['Velké Meziříčí', 'Vyškov']"
Nové Sedlice,['Opava']
Nové Sedlo,"['Žatec', 'Sokolov']"
Nové Strašecí,['Rakovník']
Nové Strašnice,['Praha']
Nové Syrovice,['Moravské Budějovice']
Nové Veselí,['Žďár nad Sázavou']
Nové Vršovice,['Praha']
Nové Vysočany,['Praha']
Nové Zahradní Město,['Praha']
Nové Ďáblice,['Praha']
Nové Řepy,['Praha']
Nové Štěrboholy,['Praha']
Nový Bor,['Nový Bor']
Nový Bubeneč,['Praha']
Nový Bydžov,['Nový Bydžov']
Nový Břevnov,['Praha']
Nový Dvůr,['Nymburk']
Nový Dům,['Rakovník']
Nový Hrozenkov,['Vsetín']
Nový Hrádek,['Náchod']
Nový Jimramov,['Nové Město na Moravě']
Nový Jičín,['Nový Jičín']
Nový Jáchymov,['Beroun']
Nový Knín,['Dobříš']
Nový Kostel,['Cheb']
Nový Kramolín,['Domažlice']
Nový Malín,['Šumperk']
Nový Oldřichov,['Česká Lípa']
Nový Ples,['Jaroměř']
Nový Poddvorov,['Hodonín']
Nový Prosek,['Praha']
Nový Přerov,['Mikulov']
Nový Rychnov,['Pelhřimov']
Nový Střížkov,['Praha']
Nový Telečkov,['Třebíč']
Nový Veleslavín,['Praha']
Nový Vestec,['Brandýs n. Lab.-St.Boleslav']
Nový Zlíchov,['Praha']
Nový Šaldorf-Sedlešovice,['Znojmo']
Nošovice,['Frýdek-Místek']
Nupaky,['Říčany']
Nuselské údolí,['Praha']
